Site	Round	Plant_id	Plant_Family	Plant_Gen_Sp	Insect_id	Insect_Order	Insect_Family	Insect_Gen_Sp	Number_of_visits_per6min
BAT1CA	1	30	Timeleacea	Thymelaea_hirusta	179	Diptera	Bibionidae	D24	1
SEL2OP	1	66	Rutaceae	Ruta_chalepensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	159	Coleoptera	Cerambycidae	Stenopterus_rufus	1
SEL2OP	1	66	Rutaceae	Ruta_chalepensis	204	Hymenoptera	Andrenidae	Andrena	1
SEL2OP	1	66	Rutaceae	Ruta_chalepensis	211	Hymenoptera	Braconidae	H82	1
BAT1CA	1	30	Timeleacea	Thymelaea_hirusta	11	Hymenoptera	Megachilidae	Anthidium_sticticum	1
SEL2OP	1	14	Umbelifera	Daucus_carota_carota	214	Hymenoptera	Scolidae	Scolia	1
BAT1CA	2	30	Timeleacea	Thymelaea_hirusta	61	Diptera	Milichidae	D9	1
SEL2OP	1	70	Clusiaceae	Hypericum_perfolatum	217	Hymenoptera	Megachilidae	Anthidium	1
SEL2OP	1	26	Papilionacea	Psoralea_bituminosa	236	Diptera	Asiridae	Lassiopogon	1
SEL2OP	1	26	Papilionacea	Psoralea_bituminosa	244	Hymenoptera	Andrenidae	Andrena	1
BAT1CA	3	30	Timeleacea	Thymelaea_hirusta	45	Hymenoptera	Vespidae	Polistes_gallicum	1
BAT1CA	3	30	Timeleacea	Thymelaea_hirusta	192	Diptera	Bibionidae	D26	1
SEL2OP	2	66	Rutaceae	Ruta_chalepensis	29	Hymenoptera	Halictidae	Halictus_gemmeus	1
SEL2OP	2	14	Umbelifera	Daucus_carota_carota	34	Hymenoptera	Halictidae	Lasioglossum	1
BAT1CA	3	30	Timeleacea	Thymelaea_hirusta	195	Hymenoptera	Andrenidae	Andrena	1
BAT2CA	1	30	Timeleacea	Thymelaea_hirusta	13	Hymenoptera	Apoidea	Apis_melifera	4
SEL2OP	2	26	Papilionacea	Psoralea_bituminosa	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
BAT2CA	1	30	Timeleacea	Thymelaea_hirusta	45	Hymenoptera	Vespidae	Polistes_gallicum	1
BAT2CA	1	30	Timeleacea	Thymelaea_hirusta	52	Hymenoptera	Apoidea	Bombus_terrestris	1
SEL2OP	2	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	3
SEL2OP	2	14	Umbelifera	Daucus_carota_carota	123	Coleoptera	Cleridae	Trichodes_apiarius	1
SEL2OP	2	66	Rutaceae	Ruta_chalepensis	126	Coleoptera	Mordelidae	Mordellistena_pumila	1
SEL2OP	2	14	Umbelifera	Daucus_carota_carota	167	Coleoptera	Oedemeridae	Oedemera_barbara	2
SEL2OP	2	26	Papilionacea	Psoralea_bituminosa	182	Hymenoptera	Megachilidae	Megaquile	1
BAT2CA	1	30	Timeleacea	Thymelaea_hirusta	32	Hymenoptera	Halictidae	Lasioglossum	1
BAT2CA	1	30	Timeleacea	Thymelaea_hirusta	180	Diptera	Bibionidae	D25	2
SEL2OP	3	26	Papilionacea	Psoralea_bituminosa	103	Coleoptera	Maloidea	Myrabilis_quadripunctata	1
SEL2OP	3	14	Umbelifera	Daucus_carota_carota	119	Coleoptera	Mordelidae	Mordella_bipunctata	2
BAT2CA	2	30	Timeleacea	Thymelaea_hirusta	182	Hymenoptera	Megachilidae	Megaquile	1
BAT2CA	2	30	Timeleacea	Thymelaea_hirusta	192	Diptera	Bibionidae	D26	1
SEL2OP	3	20	Umbelifera	Eryngium_campestre	125	Coleoptera	Oedemeridae	Oedemera_flavipes	2
BAT2CA	3	30	Timeleacea	Thymelaea_hirusta	45	Hymenoptera	Vespidae	Polistes_gallicum	1
SEL2OP	3	26	Papilionacea	Psoralea_bituminosa	217	Hymenoptera	Megachilidae	Anthidium	1
BAT2CA	3	30	Timeleacea	Thymelaea_hirusta	106	Coleoptera	Scarabaeidae	Oxythyrea_funesta	1
SEL2OP	4	20	Umbelifera	Eryngium_campestre	75	Lepidoptera	Nymphalidae	Vanesa_atlantica	1
SEL2OP	4	14	Umbelifera	Daucus_carota_carota	126	Coleoptera	Mordelidae	Mordellistena_pumila	2
BAT2CA	3	30	Timeleacea	Thymelaea_hirusta	192	Diptera	Bibionidae	D26	2
BAT2CA	3	30	Timeleacea	Thymelaea_hirusta	250	Coleoptera	Coleoptera3	C59	1
